Common.Name,Scientific.Name,Code,Audubon.Habitat.Guild,Habitat,Start.Date,End.Date,Type,Vagrant,Group,Background,Threshold,Drop.BCR,Drop.from.M,Add.to.M,BCR.Mask,Season,Generation.Time,Dispersal.Distance,Dispersal.Rate
Ringed Kingfisher,Megaceryle torquata,RIKI,Wet,F-S,1,366,resident,2,Waterbirds,background_jan_dec,mo,,,,,Breeding,1,3,3
Ring-necked Duck,Aythya collaris,RNDU,Wet,F-B,152,213,two-season,4,Waterbirds,background_jun_jul,om_10,"31,15,27,19,20,21",,,,Breeding,1,149.5,149.5
Ring-necked Pheasant,Phasianus colchicus,RNEP,Gr,G,1,366,resident,10,Grasslands,background_jan_dec,tss,,,,,Breeding,1,3,3
Rock Pigeon,Columba livia,ROPI,U,Urban/Suburban,1,366,resident,2,Urban.Suburban,background_jan_dec,custom,,,,3,Breeding,1,37,37
Rock Ptarmigan,Lagopus muta,ROPT,Gr,A,1,366,resident,2,Arctic,background_jan_dec,om_10,,,,"8, 9, 10, 12, 14, 16, 17",Breeding,1,14.5,14.5
Rock Sandpiper,Calidris ptilocnemis,ROSA,Wet,A,152,182,breeding,2,Waterbirds,background_jun,min_pred,,,"3,7,8,5,10,6","5,7,10,3,9,16,8,4",Breeding,1,3,3
Rock Wren,Salpinctes obsoletus,ROWR,Var,D,152,213,two-season,2,Aridlands,background_jun_jul,mk,,,,,Breeding,1,3,3
Roseate Spoonbill,Platalea ajaja,ROSP,Wet,"F-S,C",152,213,two-season,2,Coastal,background_jun_jul,om_10,"29,25,47,21,26",,,,Breeding,1,14.5,14.5
Rose-breasted Grosbeak,Pheucticus ludovicianus,RBGR,Wd,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,,"35,36",,,Breeding,1,3,3
Ross's Goose,Chen rossii,ROGO,Wet,A,152,213,two-season,2,Waterbirds,background_jun_jul,mo,"21,37,9,33,11,32,24,19,26,22,6",,,,Breeding,2.5,3,1.2
Rough-legged Hawk,Buteo lagopus,RLHA,Gr,A,152,213,two-season,8,Arctic,background_jun_jul,om_10,"6, 11",,,,Breeding,2.5,74.5,29.8
Royal Tern,Thalasseus maximus,ROYT,Wet,C,152,213,two-season,2,Coastal,background_jun_jul,om_10,"8,14,18",,"1,2,3,7,8,4",,Breeding,3.5,37,10.57142857
Ruby-crowned Kinglet,Regulus calendula,RCKI,Wd,"F-W,F-B",152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,,Breeding,2,14.5,7.25
Ruby-throated Hummingbird,Archilochus colubris,RTHU,Wd,F-E,152,182,two-season,2,Eastern.Forests,background_jun,custom,,,,"1,2,4,5,9,10,34,35,38,43,44,45,46,47,48,49,50,51,52,53,54,56,57,58,59,60,66 ",Breeding,1,14.5,14.5
Ruddy Duck,Oxyura jamaicensis,RUDU,Wet,M,152,213,two-season,10,Marshlands,background_jun_jul,tss,"5, 13, 29, 30",,2,"1, 2, 4, 5",Breeding,1,37,37
Ruddy Turnstone,Arenaria interpres,RUTU,Wet,A,152,213,two-season,2,Waterbirds,background_jun_jul,mo,"30,31,32,24,28,12,33,57,6,100,29,40,55,56,23,11,27,0,22,13,14,37,8,7,5",,,,Breeding,2,74.5,37.25
Ruffed Grouse,Bonasa umbellus,RUGR,Wd,"F-B,F-W,F-E",1,366,resident,2,Boreal.Forests,background_jan_dec,tss,,,,,Breeding,0.3,3,10
Rufous Hummingbird,Selasphorus rufus,RUHU,Wd,F-W,152,182,two-season,2,Western.Forests,background_jun,mk,"15,16,32,33,34",,,"1,2,7,8,16,33,34,35,39,43,47,48",Breeding,1,14.5,14.5
Rufous-crowned Sparrow,Aimophila ruficeps,RCSP,Sh,D,1,366,resident,2,Aridlands,background_jan_dec,mk,,,,,Breeding,1,14.5,14.5
Rufous-winged Sparrow,Peucaea carpalis,RWSP,Sh,D,1,366,resident,2,Aridlands,background_jan_dec,mk,,"9, 15, 16, 32",36,"18, 19, 20, 21, 35, 36, 40, 41, 42, 46, 48, 50",Breeding,1,3,3
Rusty Blackbird,Euphagus carolinus,RUBL,Wet,F-B,152,213,two-season,2,Boreal.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Sabine's Gull,Xema sabini,SAGU,Wet,"A,C",152,213,breeding,2,Coastal,background_jun_jul,eq,"0,30,32,6,7,5",,,,Breeding,1,3,3
Sage Thrasher,Oreoscoptes montanus,SATH,Sh,D,152,213,two-season,2,Aridlands,background_jun_jul,tss,,,,,Breeding,2,3,1.5
Sagebrush Sparrow,Artemisiospiza nevadensis,SABS,Sh,D,152,213,two-season,2,Aridlands,background_jun_jul,mk,,,,,Breeding,1,3,3
Saltmarsh Sparrow,Ammodramus caudacutus,SALS,Wet,"G,C",152,213,two-season,6,Marshlands,background_jun_jul,custom,14,"13, 27",,"3, 4, 6, 7, 8, 11, 12, 13, 22, 23, 24, 100",Breeding,1,3,3
Sanderling,Calidris alba,SAND,Wet,A,152,213,two-season,4,Waterbirds,background_jun_jul,mk,"16,35,4,100,31,27,30,32,11,26,34,10,21,12,13,14,22,23,24,29,37,0,5",,,"5,9,4,10",Breeding,2,74.5,37.25
Sandhill Crane,Grus canadensis,SACR,Wet,GEN,152,213,two-season,7,Marshlands,background_jun_jul,tss,,,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66","33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66",Breeding,4.5,14.5,3.222222222
Sandwich Tern,Thalasseus sandvicensis,SATE,Wet,C,152,213,two-season,2,Coastal,background_jun_jul,tss,,,,"40,42,33,43,44,7,8,4,2",Breeding,3.5,74.5,21.28571429
Savannah Sparrow,Passerculus sandwichensis,SAVS,Gr,"G,A",152,213,two-season,2,Grasslands,background_jun_jul,tss,,,,,Breeding,1,3,3
Say's Phoebe,Sayornis saya,SAPH,Var,GEN,152,213,two-season,2,Generalists,background_jun_jul,tss,,,,"40,42",Breeding,1,3,3
Scaled Quail,Callipepla squamata,SCQU,Sh,D,1,366,resident,2,Aridlands,background_jan_dec,eq,,,,,Breeding,1,3,3
Scarlet Tanager,Piranga olivacea,SCTA,Wd,F-E,152,213,breeding,2,Eastern.Forests,background_jun_jul,custom,,,,"5,9,10,16,17,34,35,47,52,54",Breeding,1,3,3
Scissor-tailed Flycatcher,Tyrannus forficatus,STFL,Sh,G,152,213,two-season,2,Grasslands,background_jun_jul,tss,,,,,Breeding,1,3,3
Scott's Oriole,Icterus parisorum,SCOR,Sh,"F-W,D",152,213,two-season,2,Aridlands,background_jun_jul,tss,,,,"52, 54, 58, 59, 60, 61",Breeding,1,3,3
Seaside Sparrow,Ammodramus maritimus,SESP,Wet,C,152,213,two-season,2,Coastal,background_jun_jul,tss,,,,"36,38,43,44,45,49,52,56,57,66",Breeding,1,3,3
Sedge Wren,Cistothorus platensis,SEWR,Wet,G,152,213,two-season,2,Grasslands,background_jun_jul,tss,,,,"4,45,46,47,48,49,50,51,52,53,54",Breeding,1,3,3
Semipalmated Plover,Charadrius semipalmatus,SEPL,Wet,"F-B,A",152,182,breeding,2,Waterbirds,background_jun,eq,"10,24,14,29,12,31,37,30,13,11,28,23,27,22,32,100,0",,,"9,10,11,12",Breeding,2.5,3,1.2
Semipalmated Sandpiper,Calidris pusilla,SESA,Wet,A,152,182,breeding,6,Waterbirds,background_jun,mo,"12,14,11,13,30,29,31,37,28,23,27,22,100,0",,,5,Breeding,1,3,3
Sharp-shinned Hawk,Accipiter striatus,SSHA,Wd,"F-E,F-W,F-B",152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,,Breeding,2,14.5,7.25
Sharp-tailed Grouse,Tympanuchus phasianellus,STGR,Sh,G,1,366,resident,2,Grasslands,background_jan_dec,tss,,,,,Breeding,0.6,3,5
Short-billed Dowitcher,Limnodromus griseus,SBDO,Wet,F-B,152,213,two-season,4,Waterbirds,background_jun_jul,mo,"12,14,11,13,40,30,32,23,22,27,28,100,37,33,29,9,24,26,31,0",,,,Breeding,1,74.5,74.5
Short-eared Owl,Asio flammeus,SEOW,Gr,"A,G",152,213,two-season,2,Grasslands,background_jun_jul,tss,,,,,Breeding,1,3,3
Short-tailed Hawk,Buteo brachyurus,STHA,Wd,F-S,152,213,two-season,2,Subtropical.Forests,background_jun_jul,custom,,,,"40,42",Breeding,1.5,37,24.66666667
Smith's Longspur,Calcarius pictus,SMLO,Gr,A,152,213,two-season,2,Arctic,background_jun_jul,mk,11,,,,Breeding,1,3,3
Snail Kite,Rostrhamus sociabilis,SNKI,Wet,M,1,366,resident,6,Marshlands,background_jan_dec,mo,,,,,Breeding,1,37,37
Snow Bunting,Plectrophenax nivalis,SNBU,Gr,A,152,213,two-season,2,Arctic,background_jun_jul,mk,"6, 11",,,"5, 6, 7, 8, 9, 10, 14, 16",Breeding,1,14.5,14.5
Snow Goose,Chen caerulescens,SNGO,Wet,A,152,213,two-season,2,Waterbirds,background_jun_jul,mk,"27,34,35,9,19,21,5,30,13,11,33,18,12,28,32,22,29,14",,,,Breeding,2,3,1.5
Snowy Egret,Egretta thula,SNEG,Wet,GEN,152,213,two-season,10,Marshlands,background_jun_jul,mk,,,,"2, 3, 4, 5",Breeding,1.5,74.5,49.66666667
Snowy Owl,Bubo scandiacus,SNOW,Gr,A,152,213,two-season,2,Arctic,background_jun_jul,eq,"6, 11",,,,Breeding,2,74.5,37.25
Snowy Plover,Charadrius nivosus,SNPL,Wet,"C,D",152,182,two-season,2,Coastal,background_jun,mk,,,"34,35,56,66,45,61",,Breeding,1,3,3
Solitary Sandpiper,Tringa solitaria,SOSA,Wet,F-B,152,182,two-season,2,Waterbirds,background_jun,tss,"18,23,28,29,100,9,5,12,13,22,30,11",,," 5,9,15,16,17,18,32,33,34,35,47,48 ",Breeding,2,37,18.5
Song Sparrow,Melospiza melodia,SOSP,Sh,GEN,152,213,two-season,2,Generalists,background_jun_jul,custom,,,,,Breeding,1,3,3
Sora,Porzana carolina,SORA,Wet,M,152,213,two-season,10,Marshlands,background_jun_jul,tss,,,2,"2, 5",Breeding,1,3,3
Spectacled Eider,Somateria fischeri,SPEI,Wet,"A,C",152,213,breeding,2,Coastal,background_jun_jul,mk,,,"1,2,8,4,12,14,10,9,5",,Breeding,1,3,3
Spot-breasted Oriole,Icterus pectoralis,SBOR,U,Urban/Suburban,1,366,resident,2,Urban.Suburban,background_jan_dec,custom,,,,"33,34,36,43,44,48,49,52,54,55,56,57,66",Breeding,1,3,3
Spotted Dove,Streptopelia chinensis,SPDO,U,Urban/Suburban,1,366,resident,2,Urban.Suburban,background_jan_dec,mo,,,,,Breeding,1,3,3
Spotted Owl,Strix occidentalis,SPOW,Wd,F-W,1,366,resident,2,Western.Forests,background_jan_dec,tss,,,,,Breeding,3,14.5,4.833333333
Spotted Sandpiper,Actitis macularius,SPSA,Wet,GEN,152,182,two-season,10,Waterbirds,background_jun,om_10,33,,,,Breeding,1,37,37
Spotted Towhee,Pipilo maculatus,SPTO,Sh,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Sprague's Pipit,Anthus spragueii,SPPI,Gr,G,152,213,two-season,2,Grasslands,background_jun_jul,tss,,,,,Breeding,1,37,37
Spruce Grouse,Falcipennis canadensis,SPGR,Wd,F-B,1,366,resident,2,Boreal.Forests,background_jan_dec,mk,,,,"15,16,17,19,32,33",Breeding,0.9,3,3.333333333
Steller's Eider,Polysticta stelleri,STEI,Wet,"A,C",152,213,two-season,2,Coastal,background_jun_jul,mo,"4,1,2",,"1,2,8,4,12,14,10,9,5",,Breeding,2.5,3,1.2
Steller's Jay,Cyanocitta stelleri,STJA,Wd,F-W,1,366,resident,2,Western.Forests,background_jan_dec,tss,,,,,Breeding,1,3,3
Stilt Sandpiper,Calidris himantopus,STSA,Wet,A,152,182,two-season,7,Waterbirds,background_jun,mk,11,,,,Breeding,1.5,3,2
Sulphur-bellied Flycatcher,Myiodynastes luteiventris,SBFL,Wd,F-W,152,213,breeding,2,Subtropical.Forests,background_jun_jul,mk,,,,"5,15,31,32,40,42",Breeding,1,3,3
Summer Tanager,Piranga rubra,SUTA,Wd,"F-E,F-W",152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,,,,"40,42",Breeding,1,3,3
Surf Scoter,Melanitta perspicillata,SUSC,Wet,F-B,152,213,breeding,7,Waterbirds,background_jun_jul,om_10,"32,5,30,14,0,12",,,"5,10,9",Breeding,2.5,14.5,5.8
Surfbird,Calidris virgata,SURF,Wet,A,152,213,two-season,2,Waterbirds,background_jun_jul,mo,"5,32",,,"5,6,9,10",Breeding,1,37,37
Swainson's Hawk,Buteo swainsoni,SWHA,Var,G,152,213,breeding,2,Grasslands,background_jun_jul,tss,,,,,Breeding,1.5,37,24.66666667
Swainson's Thrush,Catharus ustulatus,SWTH,Wd,"F-W,F-B",152,213,two-season,19,Boreal.Forests,background_jun_jul,mo,,,,"34,35,43,46,47,48,51,53,54",Breeding,1,3,3
Swainson's Warbler,Limnothlypis swainsonii,SWWA,Wd,F-E,152,213,breeding,2,Eastern.Forests,background_jun_jul,eq,,,,"4,5,16,18,19,33,34,35,36,38,40,43,46,47,48,49,50,51,52,53,54,58",Breeding,1,3,3
Swallow-tailed Kite,Elanoides forficatus,STKI,Wd,"F-E,F-S",152,213,breeding,2,Subtropical.Forests,background_jun_jul,om_10,,,,"34,43,45,47,48,49,52,53,55,56,61,66",Breeding,1,37,37
Swamp Sparrow,Melospiza georgiana,SWSP,Wet,M,152,213,two-season,7,Marshlands,background_jun_jul,eq,,,,,Breeding,1,3,3
Tennessee Warbler,Oreothlypis peregrina,TEWA,Wd,F-B,152,213,two-season,2,Boreal.Forests,background_jun_jul,tss,,,,"2,5,9,16,17",Breeding,1,14.5,14.5
Thick-billed Kingbird,Tyrannus crassirostris,TBKI,Wd,F-W,152,213,two-season,2,Subtropical.Forests,background_jun_jul,mo,,,,"18,19,20,36,40",Breeding,1,3,3
Thick-billed Murre,Uria lomvia,TBMU,Wet,"O,C",152,213,two-season,2,Coastal,background_jun_jul,om_10,,,,10,Breeding,4.5,3,0.666666667
Townsend's Solitaire,Myadestes townsendi,TOSO,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,mk,,,,"1,2,3,7,8",Breeding,1,3,3
Townsend's Warbler,Setophaga townsendi,TOWA,Wd,"F-W,F-B",152,213,two-season,2,Western.Forests,background_jun_jul,mo,,,,"15,16,17,18,32,33,34,35,39,47,48,100",Breeding,1,3,3
Tree Swallow,Tachycineta bicolor,TRES,Var,GEN,152,213,two-season,2,Generalists,background_jun_jul,om_10,,"35,36,31,37,34",,,Breeding,1,3,3
Tricolored Blackbird,Agelaius tricolor,TRBL,Wet,M,152,213,two-season,2,Marshlands,background_jun_jul,tss,"5, 9, 10, 15",,"33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66",,Breeding,1,14.5,14.5
Tricolored Heron,Egretta tricolor,TRHE,Wet,GEN,152,213,two-season,6,Marshlands,background_jun_jul,mk,,,,,Breeding,1.5,74.5,49.66666667
Tropical Kingbird,Tyrannus melancholicus,TRKI,Wd,D,152,213,two-season,5,Aridlands,background_jun_jul,eq,40,9,"31, 40","31, 40, 42",Breeding,1,3,3
Tropical Parula,Setophaga pitiayumi,TRPA,Wd,F-S,1,366,resident,2,Subtropical.Forests,background_jan_dec,mk,,,,"55,56",Breeding,1,3,3
Trumpeter Swan,Cygnus buccinator,TRUS,Wet,F-B,152,213,two-season,2,Waterbirds,background_jun_jul,mo,,,,,Breeding,5.5,74.5,13.54545455
Tufted Titmouse,Baeolophus bicolor,TUTI,Wd,F-E,1,366,resident,2,Eastern.Forests,background_jan_dec,tss,"8,48,0,11","6,48,49,52",,"5,9,10,34,36,37,43,46,47,48,49,52,54 ",Breeding,1,3,3
Tundra Swan,Cygnus columbianus,TUSW,Wet,A,152,213,two-season,10,Waterbirds,background_jun_jul,tss,"13,11",,,"4,5,6,8,9,10,11",Breeding,3,14.5,4.833333333
Turkey Vulture,Cathartes aura,TUVU,Var,GEN,152,213,two-season,2,Generalists,background_jun_jul,om_10,,,,,Breeding,10.5,3,0.285714286
Upland Sandpiper,Bartramia longicauda,UPSA,Gr,G,152,213,breeding,2,Grasslands,background_jun,tss,,,,,Breeding,1,3,3
Varied Bunting,Passerina versicolor,VABU,Sh,D,152,213,two-season,2,Aridlands,background_jun_jul,tss,,,,"55, 56",Breeding,1,3,3
Varied Thrush,Ixoreus naevius,VATH,Wd,"F-W,F-B",152,213,two-season,2,Western.Forests,background_jun_jul,mo,,,,"3,7,8",Breeding,1,14.5,14.5
Vaux's Swift,Chaetura vauxi,VASW,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,mo,,,,,Breeding,1,3,3
Veery,Catharus fuscescens,VEER,Wd,"F-E,F-W,F-B",152,213,breeding,2,Eastern.Forests,background_jun_jul,tss,"5,15","3,4,33,34,35,15","2,3,4","5,32,15,33",Breeding,1,3,3
Verdin,Auriparus flaviceps,VERD,Sh,D,1,366,resident,2,Aridlands,background_jan_dec,om_10,,,,,Breeding,1,14.5,14.5
Vermilion Flycatcher,Pyrocephalus rubinus,VEFL,Sh,D,152,213,two-season,2,Aridlands,background_jun_jul,mk,,,,,Breeding,2,3,1.5
Vesper Sparrow,Pooecetes gramineus,VESP,Gr,G,152,213,two-season,2,Grasslands,background_jun_jul,tss,,,,2,Breeding,2,14.5,7.25
Violet-green Swallow,Tachycineta thalassina,VGSW,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Virginia Rail,Rallus limicola,VIRA,Wet,M,152,213,two-season,2,Marshlands,background_jun_jul,tss,"5, 6, 8,",,"2, 4, 7","1, 2, 4, 5",Breeding,1,14.5,14.5
Virginia's Warbler,Oreothlypis virginiae,VIWA,Sh,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,,Breeding,1,14.5,14.5
Wandering Tattler,Tringa incana,WATA,Wet,A,152,213,two-season,2,Waterbirds,background_jun_jul,om_10,32,,8,"1,3,6,7,8,9,10,15,16",Breeding,2.5,74.5,29.8
Warbling Vireo,Vireo gilvus,WAVI,Wd,"F-E,F-W",152,213,two-season,2,Generalists,background_jun_jul,custom,,42,,"1,2,20,35,36,37,39,40,41,42,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,65,66",Breeding,1,3,3
Western Bluebird,Sialia mexicana,WEBL,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Western Grebe,Aechmophorus occidentalis,WEGR,Wet,M,152,213,two-season,9,Marshlands,background_jun_jul,tss,"6, 23",,"2, 7, 8, 27, 31",,Breeding,1,37,37
Western Gull,Larus occidentalis,WEGU,Wet,C,152,213,two-season,2,Coastal,background_jun_jul,tss,33,,"1,2","33,43,44,42",Breeding,4.5,3,0.666666667
Western Kingbird,Tyrannus verticalis,WEKI,Wd,"G,D",152,213,two-season,2,Grasslands,background_jun_jul,tss,,,,,Breeding,1,3,3
Western Meadowlark,Sturnella neglecta,WEME,Gr,G,152,213,two-season,2,Grasslands,background_jun_jul,tss,,,,,Breeding,1,3,3
Western Sandpiper,Calidris mauri,WESA,Wet,A,152,182,two-season,2,Waterbirds,background_jun,mk,"41,6,13,18,22,55,10,5,33,31,32,27,30,37,9,0,4,11,40",,,"5,7",Breeding,1.5,3,2
Western Screech-Owl,Megascops kennicottii,WESO,Wd,F-W,1,366,resident,2,Western.Forests,background_jan_dec,tss,,,,,Breeding,1,14.5,14.5
Western Tanager,Piranga ludoviciana,WETA,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Western Wood-Pewee,Contopus sordidulus,WEWP,Wd,F-W,152,213,breeding,2,Western.Forests,background_jun_jul,om_10,,,,,Breeding,1,3,3
Whimbrel,Numenius phaeopus,WHIM,Wet,"A,F-B",152,213,two-season,5,Waterbirds,background_jun_jul,mo,"5,14,30,32,12,13,37,31,100,27,33,0,8,44,11,45,40",,,,Breeding,1.5,3,2
Whiskered Screech-Owl,Megascops trichopsis,WHSO,Wd,F-W,1,366,resident,2,Subtropical.Forests,background_jan_dec,tss,,,,,Breeding,1,3,3
White Ibis,Eudocimus albus,WHIB,Wet,GEN,152,213,two-season,10,Marshlands,background_jun_jul,tss,,,,,Breeding,1.5,74.5,49.66666667
White-breasted Nuthatch,Sitta carolinensis,WBNU,Wd,"F-E,F-W",1,366,resident,2,Eastern.Forests,background_jan_dec,custom,,,,,Breeding,1,14.5,14.5
White-crowned Pigeon,Patagioenas leucocephala,WCPI,Wd,C,1,366,resident,2,Coastal,background_jan_dec,tss,,,,"45,48,49,52,55,66",Breeding,1,37,37
White-crowned Sparrow,Zonotrichia leucophrys,WCSP,Sh,GEN,152,213,two-season,2,Generalists,background_jun_jul,om_10,,100,,,Breeding,1,3,3
White-eyed Vireo,Vireo griseus,WEVI,Sh,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,custom,32,"47,16,34,11",,"55,56,57,64,66,65,52,58,59,60,61,54,45,53,47,46,50,48,51,34,43,33,38,43,44",Breeding,1,3,3
White-faced Ibis,Plegadis chihi,WFIB,Wet,GEN,152,213,two-season,10,Marshlands,background_jun_jul,mk,,,,31,Breeding,2,74.5,37.25
White-headed Woodpecker,Picoides albolarvatus,WHWO,Wd,F-W,1,366,resident,2,Western.Forests,background_jan_dec,mk,,,,,Breeding,1,14.5,14.5
White-rumped Sandpiper,Calidris fuscicollis,WRSA,Wet,A,152,182,breeding,2,Waterbirds,background_jun,min_pred,"100,11,6,7,23,19",,"1,2,5","1,2,4,5,6",Breeding,1,14.5,14.5
White-tailed Hawk,Buteo albicaudatus,WTHA,Gr,F-S,1,366,resident,2,Grasslands,background_jan_dec,mo,,,,"31,42",Breeding,2,37,18.5
White-tailed Kite,Elanus leucurus,WTKI,Var,D,1,366,resident,8,Aridlands,background_jan_dec,tss,,,,,Breeding,1,74.5,74.5
White-throated Sparrow,Zonotrichia albicollis,WTSP,Wd,F-B,152,213,two-season,15,Boreal.Forests,background_jun_jul,eq,,,,,Breeding,1,3,3
White-throated Swift,Aeronautes saxatalis,WTSW,Var,D,152,213,two-season,6,Aridlands,background_jun_jul,mo,,,,3,Breeding,1,3,3
White-tipped Dove,Leptotila verreauxi,WTDO,Wd,F-S,1,366,resident,2,Subtropical.Forests,background_jan_dec,mk,,,,"31,41,40,42",Breeding,1,3,3
White-winged Crossbill,Loxia leucoptera,WWCR,Wd,F-B,152,213,two-season,2,Boreal.Forests,background_jun_jul,tss,,,,,Breeding,0.4,14.5,36.25
White-winged Dove,Zenaida asiatica,WWDO,Var,D,1,366,resident,8,Aridlands,background_jan_dec,om_10,"16, 18, 19, 21, 25, 26, 27, 32, 37",,,,Breeding,1,3,3
White-winged Scoter,Melanitta fusca,WWSC,Wet,F-B,152,213,two-season,4,Waterbirds,background_jun_jul,tss,"5,13,32,30,100,14,0",,,"1,5,12,13,14,16,17,22,23,24,100,39,40,46,47,48,54,9,32,15,33",Breeding,2.5,3,1.2
Whooping Crane,Grus americana,WHCR,Wet,F-B,152,213,two-season,2,Waterbirds,background_jun_jul,mo,"10,11",,,,Breeding,4.5,14.5,3.222222222
Wild Turkey,Meleagris gallopavo,WITU,Wd,"F-E,F-W,F-S",1,366,resident,2,Generalists,background_jan_dec,om_10,,,,,Breeding,0.8,37,46.25
Willet,Tringa semipalmata,WILL,Wet,"G,C",152,213,breeding,3,Waterbirds,background_jun_jul,om_10,"61,14,32,24,28,43,57",,"1,2",,Breeding,2,3,1.5
Williamson's Sapsucker,Sphyrapicus thyroideus,WISA,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,,Breeding,2,3,1.5
Willow Flycatcher,Empidonax traillii,WIFL,Sh,"F-E,F-W",152,213,two-season,2,Western.Forests,background_jun_jul,tss,"1,2,4,6,7,8",,,"1,2",Breeding,1,3,3
Willow Ptarmigan,Lagopus lagopus,WIPT,Sh,A,1,366,resident,2,Arctic,background_jan_dec,min_pred,,,,"9, 11, 12, 13, 14, 15, 16, 17, 28, 34, 35, 47, 100",Breeding,1,3,3
Wilson's Phalarope,Phalaropus tricolor,WIPH,Wet,G,152,213,breeding,14,Marshlands,background_jun_jul,tss,"5, 6, 7, 16, 18, 19, 30, 32, 33, 34, 35",,"2, 3, 7, 8","1, 2, 4, 5",Breeding,1,37,37
Wilson's Plover,Charadrius wilsonia,WIPL,Wet,C,152,182,two-season,2,Coastal,background_jun,custom,,,"1,2,4,14,8",,Breeding,1,14.5,14.5
Wilson's Snipe,Gallinago delicata,WISN,Wet,GEN,152,213,two-season,7,Marshlands,background_jun_jul,tss,,,,,Breeding,1,74.5,74.5
Wilson's Warbler,Cardellina pusilla,WIWA,Sh,"F-W,F-B",152,213,two-season,2,Western.Forests,background_jun_jul,eq,,,,"33,34,35,39,40,43,45,46,47,48,50,51,52,53,54,58,60",Breeding,1,3,3
Winter Wren,Troglodytes hiemalis,WIWR,Wd,"F-E,F-W,F-B",152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,,,,,Breeding,1,14.5,14.5
Wood Duck,Aix sponsa,WODU,Wet,F-E,152,213,two-season,2,Waterbirds,background_jun_jul,custom,"34,35,16,33",,,"55,56,57,66,65,49,52,58,64",Breeding,1,3,3
Wood Stork,Mycteria americana,WOST,Wet,"F-E,F-S",74,135,two-season,4,Marshlands,background_jun_jul,mk,"21, 25, 26, 29, 33, 49",,,,Breeding,3.5,74.5,21.28571429
Wood Thrush,Hylocichla mustelina,WOTH,Wd,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,custom,,,,"5,9,10,34,43,35,36,45,46,47,48,50,51,52,53,54,58,60",Breeding,1,3,3
Woodhouse's Scrub-Jay,Aphelocoma woodhouseii,WOSJ,Sh,F-W,1,366,resident,2,Western.Forests,background_jan_dec,mk,,,,,Breeding,1,3,3
Worm-eating Warbler,Helmitheros vermivorum,WEWA,Wd,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Wrentit,Chamaea fasciata,WREN,Sh,D,1,366,resident,2,Aridlands,background_jan_dec,tss,,,,,Breeding,1,3,3
Yellow Rail,Coturnicops noveboracensis,YERA,Wet,"G,M",152,213,two-season,3,Marshlands,background_jun_jul,mo,"10, 15, 23",,2,"1, 2, 4, 5",Breeding,1,74.5,74.5
Yellow Warbler,Setophaga petechia,YEWA,Sh,"F-E,F-W,F-B",152,213,two-season,2,Boreal.Forests,background_jun_jul,om_10,"0,100","0,100",,,Breeding,1,3,3
Yellow-bellied Flycatcher,Empidonax flaviventris,YBFL,Wd,F-B,152,213,two-season,2,Boreal.Forests,background_jun_jul,mk,"0,20,21,22,25,28,29,30,37",0,,"13,23",Breeding,1,3,3
Yellow-bellied Sapsucker,Sphyrapicus varius,YBSA,Wd,"F-E,F-B,F-W",152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Yellow-billed Cuckoo,Coccyzus americanus,YBCU,Wd,F-E,152,213,breeding,2,Eastern.Forests,background_jun_jul,custom,,,,"45,46,47,48,49,50,51 52,53,54,57,58,59,60,61,65,66",Breeding,1,3,3
Yellow-billed Loon,Gavia adamsii,YBLO,Wet,A,152,213,two-season,2,Waterbirds,background_jun_jul,eq,"5,4",,,,Breeding,3,14.5,4.833333333
